FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MINING GEAR AVAILABILITY; ; ;CURRENT / CURRENT;1027/040;2-3;A
2 M;(NU) TORPEDO LOADING GEAR AVAILABILITY; ; ;CURRENT / CURRENT;1027/041;2-3;A
