FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
2 O;(NU) NAVAL TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/002;3-15;ANS
3 O;(NU) SUBMARINE ASSET TYPE; ; ;CURRENT / CURRENT;1036/004;2-4;A
4 O;(NU) HULL NUMBER; ; ;CURRENT / CURRENT;1012/030;1-5;X
5 O;(NU) NATIONALITY; ; ;CURRENT / CURRENT;1026/002;2;A
6 O;(NU) NEXT OF KIN BOOK HOLDER; ; ;CURRENT / CURRENT;1028/003;1-20;X
* 7 O;(NU) ESCAPE BUOY NUMBER; ; ;CURRENT / CURRENT;2213/001;2-5;AN
* 8 O;(NU) RADIO FREQUENCY; ; ;CURRENT / CURRENT;2064/001;3-14;ANS
