FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TYPE OF SATELLITE EQUIPMENT; ; ;CURRENT / CURRENT;1135/019;8-11;A
* 2 M;(NU) NUMBER OF SATELLITE EQUIPMENT; ; ;CURRENT / CURRENT;1044/247;1-2;N
* 3 M;(NU) SATELLITE TRANSMISSION BAND; ; ;CURRENT / CURRENT;1175/006;3;A
