FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GRID NAME; ; ;CURRENT / CURRENT;1022/300;1-20;X
2 M;(NU) NAVAL TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/002;3-15;ANS
3 M;(NU) AXIS, QUALIFIED; ; ;CURRENT / CURRENT;2159/011;4-6;ANS
4 M;(NU) GRID CENTRE IDENTIFIER; ; ;CURRENT / CURRENT;1012/275;1-3;AN
5 M;(NU) SQUARE SEGMENT SIZE IN NM; ; ;CURRENT / CURRENT;1524/001;1-2;N
* 6 O;(NU) UNIT NAME; ;A;CURRENT / CURRENT;1022/048;1-38;X
;(NU) UNIT CALL SIGN;CS;B;CURRENT / CURRENT;1129/033;1-38;X
* 7 O;(NU) SEGMENT PARAMETER; ; ;CURRENT / CURRENT;1527/001;3-9;AN
* 8 O;(NU) SEGMENT NAME; ; ;CURRENT / CURRENT;1022/325;1-20;X
