FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DTG OF STRIKE, ZULU; ; ;CURRENT / CURRENT;2323/013;14;AN
2 M;(NU) DTG STRIKE CANCELLED, ZULU; ; ;CURRENT / CURRENT;2323/014;14;AN
