FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SAFETY STANDOFF DISTANCE; ; ;CURRENT / CURRENT;2158/011;2-8;ANS
