FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NETWORK PARTICIPATION GROUP OPTION NUMBER; ; ;CURRENT / CURRENT;1012/152;1-2;N
2 O;(NU) NETWORK PARTICIPATION GROUP (NPG) SEQUENCE NUMBER; ; ;CURRENT / CURRENT;1012/166;1-2;N
3 O;(NU) AIR CONTROL NET NUMBER; ; ;CURRENT / CURRENT;1012/675;1-3;N
4 O;(NU) EVENT; ; ;CURRENT / CURRENT;1224/001;1-30;X
