FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SUPPORT TIMING; ; ;CURRENT / CURRENT;2422/001;6;N
