FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) CHANGE MINEFIELD EFFECTIVENESS; ; ;CURRENT / CURRENT;1207/003;1;A
