FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OBSTACLE CATEGORY; ; ;CURRENT / CURRENT;1550/002;2;A
