FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NAME OF UNIT IN COMMAND;UNINCOMM;A;CURRENT / CURRENT;1022/190;1-38;X
;(NU) IDENTIFIER, NON-DISCRETE INDICATOR; ;B;CURRENT / CURRENT;1084/004;2-11;AB
;(NU) UNIT DESIGNATOR; ;C;CURRENT / CURRENT;2143/006;3-15;ANS
* 2 O;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
