FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PW GENDER AND RANK; ; ;CURRENT / CURRENT;1286/010;7-8;AS
* 2 M;(NU) CONTEXT QUANTITY, 1-9999; ; ;CURRENT / CURRENT;1023/012;1-4;N
