FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DISTANCE IN KILOMETRES; ; ;CURRENT / CURRENT;1327/001;1-6;NS
