FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NADGE STATION CALL SIGN; ; ;CURRENT / CURRENT;1129/046;1-38;X
2 M;(NU) PRIMARY FREQUENCY; ; ;CURRENT / CURRENT;2064/003;3-14;ANS
3 M;(NU) PRIMARY FREQUENCY DESIGNATOR; ; ;CURRENT / CURRENT;1396/002;1-8;AN
* 4 O;(NU) SECONDARY FREQUENCY; ; ;CURRENT / CURRENT;2064/004;3-14;ANS
* 5 O;(NU) SECONDARY FREQUENCY DESIGNATOR; ; ;CURRENT / CURRENT;1396/003;1-8;AN
