FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 C;(NU) NUMBER OF VOLLEYS/ROCKETS; ; ;CURRENT / CURRENT;1044/255;1-2;N
* 2 C;(NU) FIRE FOR EFFECT PROJECTILE; ; ;CURRENT / CURRENT;1560/005;3;A
* 3 C;(NU) FIRE FOR EFFECT FUZE; ; ;CURRENT / CURRENT;1192/006;2-3;A
