FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MAXIMUM EFFECTIVE TORPEDO FIRING RANGE; ; ;CURRENT / CURRENT;2158/016;2-8;ANS
2 M;(NU) DISTANCE OF TORPEDO DANGER AREA; ; ;CURRENT / CURRENT;2158/017;2-8;ANS
3 M;(NU) TORPEDO SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/020;1-2;N
4 M;(NU) DIESEL SUBMARINE SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/021;1-2;N
5 M;(NU) NUCLEAR SUBMARINE SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/022;1-2;N
6 M;(NU) FURTHEST-ON CIRCLE SPEED IN KNOTS; ; ;CURRENT / CURRENT;1061/023;1-2;N
