FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) LANE OR GAP PRIORITY NUMBER; ; ;CURRENT / CURRENT;1012/289;2;N
