FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PASSENGER TOTAL QUANTITY; ; ;CURRENT / CURRENT;1044/297;1-4;N
2 M;(NU) LYING CASUALTY PASSENGER QUANTITY; ; ;CURRENT / CURRENT;1044/296;1-3;N
3 M;(NU) SITTING CASUALTY PASSENGER QUANTITY; ; ;CURRENT / CURRENT;1044/295;1-3;N
