FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TRANSMISSION MODE; ; ;CURRENT / CURRENT;1181/001;2-9;AB
2 M;(NU) NUMBER OF MESSAGES SENT TO AIRCRAFT; ; ;CURRENT / CURRENT;1044/127;1-2;N
3 M;(NU) NUMBER OF MESSAGES RECEIVED BY AIRCRAFT; ; ;CURRENT / CURRENT;1044/183;1-2;N
4 M;(NU) RELIABILITY; ; ;CURRENT / CURRENT;1064/007;1-3;N
5 M;(NU) COMMUNICATION LOW RELIABILITY CAUSE; ; ;CURRENT / CURRENT;1481/001;2-3;A
6 M;(NU) NUMBER OF MESSAGES SENT TO GROUND STATION; ; ;CURRENT / CURRENT;1044/184;1-2;N
7 M;(NU) NUMBER OF MESSAGES RECEIVED BY GROUND STATION; ; ;CURRENT / CURRENT;1044/191;1-2;N
8 M;(NU) RELIABILITY; ; ;CURRENT / CURRENT;1064/007;1-3;N
9 O;(NU) COMMUNICATION LOW RELIABILITY CAUSE; ; ;CURRENT / CURRENT;1481/001;2-3;A
