FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF TARGET ELEMENTS; ; ;CURRENT / CURRENT;1044/083;1-4;N
