FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) TIME OF FLIGHT IN SECONDS TO THE TENTH; ; ;CURRENT / CURRENT;1073/009;3-5;NS
2 O;(NU) RANGE PROBABLE ERROR IN METRES; ; ;CURRENT / CURRENT;1052/002;1-3;N
3 O;(NU) ANGLE "T" IN MILS; ; ;CURRENT / CURRENT;1048/011;4;N
