FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) CIRCLE, LAT/LONG CENTRE, RADIUS IN NM, VERIFIED; ; ;CURRENT / CURRENT;2193/001;19-23;ANS
2 O;(NU) SUBMARINE GRID SYSTEM AREA DESIGNATOR; ; ;CURRENT / CURRENT;1499/001;3-36;X
