FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TECHNICAL DOCUMENTS ATTACHED; ; ;CURRENT / CURRENT;1359/035;1;A
2 O;(NU) REMARKS; ; ;CURRENT / CURRENT;1357/028;1-68;X
