FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NAVIGATION HAZARD WARNING; ; ;CURRENT / CURRENT;1642/001;1-30;X
