FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PLATFORM TYPE; ; ;CURRENT / CURRENT;1426/002;5-9;A
