FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NATO AIRCRAFT NUMBER AND TYPE; ; ;CURRENT / CURRENT;2160/001;4-9;ANS
2 M;(NU) REQUEST NUMBER; ; ;CURRENT / CURRENT;1012/147;1-8;X
* 3 M;(NU) MISSION NUMBER; ; ;CURRENT / CURRENT;1012/069;1-8;X
