FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PERCENTAGE RIGHT BANK ABOVE WATER; ; ;CURRENT / CURRENT;1064/048;1-3;N
2 M;(NU) PERCENTAGE RIGHT BANK BELOW WATER; ; ;CURRENT / CURRENT;1064/049;1-3;N
3 M;(NU) PERCENTAGE LEFT BANK ABOVE WATER; ; ;CURRENT / CURRENT;1064/050;1-3;N
4 M;(NU) PERCENTAGE LEFT BANK BELOW WATER; ; ;CURRENT / CURRENT;1064/051;1-3;N
