FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES;LATM;A;CURRENT / CURRENT;2023/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS;LATS;B;CURRENT / CURRENT;2024/001;15;AN
2 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES;LATM;A;CURRENT / CURRENT;2023/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS;LATS;B;CURRENT / CURRENT;2024/001;15;AN
3 M;(NU) WIDTH, M, KM, NM; ; ;CURRENT / CURRENT;2123/001;2-7;ANS
4 M;(NU) ORBIT ALIGNMENT; ; ;CURRENT / CURRENT;1586/004;1;A
