FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NATO STOCK NUMBER; ; ;CURRENT / CURRENT;1012/061;16;NBS
2 M;(NU) SHORT TITLE; ; ;CURRENT / CURRENT;1022/087;3-12;ANS
3 M;(NU) UNIT OF MEASUREMENT, STOCK ITEM; ; ;CURRENT / CURRENT;1008/051;1-3;A
4 M;(NU) CONTEXT QUANTITY, 1-999999;REQUEST;A ;CURRENT / CURRENT;1023/023;1-6;N
;(NU) CONTEXT QUANTITY, 0-999999;ISSUED;B ;CURRENT / CURRENT;1023/007;1-6;N
