FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) TARGET AREA FUNCTIONAL TYPE; ; ;CURRENT / CURRENT;1284/021;3-4;A
2 M;(NU) TARGET DESCRIPTION; ; ;CURRENT / CURRENT;1363/004;1-20;X
3 M;(NU) TARGET PERCENTAGE COVERED; ; ;CURRENT / CURRENT;1064/043;1-3;N
4 M;(NU) AUTOMATED TACTICAL TARGET GRAPHIC ANNOTATION; ;A;CURRENT / CURRENT;1411/002;2-3;AN
;(NU) GEOGRAPHIC POSITION, UTM 10-METRE; ;B;CURRENT / CURRENT;2086/001;13;AN
;(NU) GEOGRAPHIC POSITION, UTM 100-METRE; ;C;CURRENT / CURRENT;2087/001;11;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;D;CURRENT / CURRENT;2024/001;15;AN
;(NU) BEARING AND DISTANCE FROM REFERENCE POINT IN M OR NM; ;E;CURRENT / CURRENT;2687/001;8-50;X
