FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ACOUSTIC SOURCE; ; ;CURRENT / CURRENT;1468/001;1-15;X
2 M;(NU) MAXIMUM FUNDAMENTAL FREQUENCY; ; ;CURRENT / CURRENT;2283/003;7-10;ANS
3 M;(NU) MINIMUM FUNDAMENTAL FREQUENCY; ; ;CURRENT / CURRENT;2283/004;7-10;ANS
4 O;(NU) HARMONIC; ; ;CURRENT / CURRENT;1466/001;1-22;NS
