FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GENERIC LAND MINE TYPE; ; ;CURRENT / CURRENT;1210/004;1;A
