FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ESCORT TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/003;3-15;ANS
2 O;(NU) ESCORT TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/003;3-15;ANS
3 O;(NU) ESCORT TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/003;3-15;ANS
4 O;(NU) ADMINISTRATIVE ESCORT NAME; ; ;CURRENT / CURRENT;1022/051;1-38;X
