FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) BOUNDARY IDENTIFIER; ; ;CURRENT / CURRENT;1028/044;1-6;AN
