FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT;UNIT;A;CURRENT / CURRENT;1022/057;1-30;X
;(NU) LINK 4 CONTROLLED AIRCRAFT;AIR;B;CURRENT / CURRENT;1015/021;1-20;X
2 M;(NU) LINK 4 ADDRESS;ADD;A;CURRENT / CURRENT;1625/016;5;N
;(NU) LINK 4 ADDRESS BLOCK;BLOCK;B;CURRENT / CURRENT;2135/001;11;NS
