FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FORCE  LOGISTIC COORDINATOR IDENTIFIER;FLC; ;CURRENT / CURRENT;1246/053;1-30;X
