FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) FIRE UNIT WEAPON TYPE; ; ;CURRENT / CURRENT;1407/016;4-5;AN
