FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT IDENTIFICATION CODE (UIC);UIC;A;CURRENT / CURRENT;2141/001;7-9;AN
;(NU) UNIT NAME; ;B;CURRENT / CURRENT;1022/048;1-38;X
