FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REPORT TO OBSERVER; ; ;CURRENT / CURRENT;1556/002;5-6;A
