FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NATO STOCK NUMBER; ; ;CURRENT / CURRENT;1012/061;16;NBS
2 M;(NU) BATCH NUMBER; ; ;CURRENT / CURRENT;1012/062;1-10;X
3 M;(NU) LOT NUMBER; ; ;CURRENT / CURRENT;1012/063;1-10;X
4 C;(NU) NATIONAL SHORT CODE; ; ;CURRENT / CURRENT;1012/064;1-17;X
