FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ORDNANCE SHAPE; ; ;CURRENT / CURRENT;1259/007;1-4;A
2 M;(NU) OVERALL LENGTH IN METRES, CENTIMETRES, OR MILLIMETRES;OVERALL; ;CURRENT / CURRENT;2115/006;3-8;ANS
3 M;(NU) MAXIMUM DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES;MAXDIA; ;CURRENT / CURRENT;2115/007;3-8;ANS
* 4 O;(NU) STAGE NUMBER; ; ;CURRENT / CURRENT;1012/311;1;N
* 5 O;(NU) STAGE LENGTH IN METRES, CENTIMETRES, OR MILLIMETRES;STAGELEN; ;CURRENT / CURRENT;2115/008;3-8;ANS
* 6 O;(NU) STAGE DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES;STAGEDIA; ;CURRENT / CURRENT;2115/009;3-8;ANS
