FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION NUMBER; ; ;CURRENT / CURRENT;1012/069;1-8;X
2 M;(NU) AIRCRAFT IDENTIFICATION NUMBER; ; ;CURRENT / CURRENT;1012/084;1-10;X
3 M;(NU) NATO AIRBORNE EARLY WARNING (NAEW) ALLOTMENT PRIORITY;PRI; ;CURRENT / CURRENT;1661/001;2;N
4 C;(NU) OPERATIONAL CONTROL AUTHORITY; ; ;CURRENT / CURRENT;1028/008;1-20;X
5 C;(NU) TACTICAL CONTROL AUTHORITY; ; ;CURRENT / CURRENT;1028/012;1-20;X
