FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MINE LAYING ORDER NUMBER; ; ;CURRENT / CURRENT;1012/193;3;N
2 M;(NU) MINE REQUISITION NUMBER; ; ;CURRENT / CURRENT;1012/192;3;N
