FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
2 M;(NU) FREQUENCY DESIGNATOR; ; ;CURRENT / CURRENT;1396/001;1-8;AN
3 M;(NU) ASSIGNED RADIO FREQUENCY;ASGN; ;CURRENT / CURRENT;2064/021;3-14;ANS
