FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MARITIME ACTIVITY TYPE; ; ;CURRENT / CURRENT;1299/006;10-13;AB
2 M;(NU) NATO SUB AREA NAME; ; ;CURRENT / CURRENT;1022/059;1-50;X
