FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REIMBURSEMENT; ; ;CURRENT / CURRENT;1569/001;4-8;A
