FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DAY-TIME START; ; ;CURRENT / CURRENT;2000/014;7;AN
2 M;(NU) DAY-TIME STOP; ; ;CURRENT / CURRENT;2000/015;7;AN
3 M;(NU) DURATION TIME IN HOURS AND TENTHS; ; ;CURRENT / CURRENT;2133/002;3-4;NS
* 4 M;(NU) UNIT NAME; ; ;CURRENT / CURRENT;1022/048;1-38;X
