FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) OPERATIONAL CONTROL AUTHORITY; ; ;CURRENT / CURRENT;1028/008;1-20;X
* 2 M;(NU) RADIO FREQUENCY; ;A;CURRENT / CURRENT;2064/001;3-14;ANS
;(NU) FREQUENCY DESIGNATOR;DESIG;B;CURRENT / CURRENT;1396/001;1-8;AN
