FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MONTH NAME; ; ;CURRENT / CURRENT;1004/001;3;A
* 2 M;(NU) CRYPTO KEYING MATERIAL; ; ;CURRENT / CURRENT;1078/004;8-10;AN
