FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) REQUEST OR RELEASE INDICATOR; ; ;CURRENT / CURRENT;1207/007;3;A
