FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) CREW NUMBER; ; ;CURRENT / CURRENT;1012/083;1-2;AN
* 2 M;(NU) AIRCREW DATA; ; ;CURRENT / CURRENT;2292/001;7-36;X
