FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PROJECTILE TYPE; ; ;CURRENT / CURRENT;1560/002;3;A
