FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) PLATFORM TYPE; ; ;CURRENT / CURRENT;1426/002;5-9;A
* 2 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
