FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) WEAPON TYPE, GENERIC; ; ;CURRENT / CURRENT;1407/001;1-30;X
* 2 M;(NU) TARGET RANGE; ; ;CURRENT / CURRENT;2158/015;2-8;ANS
