FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MILITARY COMMAND AUTHORITY; ; ;CURRENT / CURRENT;1028/022;1-50;X
2 M;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
* 3 O;(NU) RADIO FREQUENCY; ; ;CURRENT / CURRENT;2064/001;3-14;ANS
