FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) UTM 1-METRE HIGHER ORDER EASTING; ; ;CURRENT / CURRENT;1058/002;6;N
2 M;(NU) UTM 1-METRE HIGHER ORDER NORTHING; ; ;CURRENT / CURRENT;1060/002;7-8;N
3 M;(NU) ALTITUDE IN METRES; ; ;CURRENT / CURRENT;1186/001;1-5;NS
