FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) HEADING, DEGREES MAGNETIC; ;A ;CURRENT / CURRENT;2186/001;4;AN
;(NU) HEADING, DEGREES TRUE; ;B ;CURRENT / CURRENT;2255/001;4;AN
