FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PW INTELLIGENCE CATEGORY; ; ;CURRENT / CURRENT;1286/019;1;A
2 M;(NU) CO-OPERATION RATING; ; ;CURRENT / CURRENT;1091/001;1;A
