FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DATA LINK TRACK NUMBER; ;A;CURRENT / CURRENT;1625/001;4-5;AN
;(NU) DATA LINK TRACK NUMBER BLOCK; ;B;CURRENT / CURRENT;2605/001;9-11;ANS
2 M;(NU) SPECIAL TRACK NUMBER DESCRIPTION; ; ;CURRENT / CURRENT;1363/017;1-40;X
