FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) EXCLUDED FUZE TYPE; ; ;CURRENT / CURRENT;1192/007;2-3;A
