FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NAVIGATIONAL TRACK IDENTIFIER; ; ;CURRENT / CURRENT;1246/062;2;AN
2 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, DEGREES; ;A;CURRENT / CURRENT;2022/001;7;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;B;CURRENT / CURRENT;2023/001;11;AN
;(NU) PORT NAME; ;C;CURRENT / CURRENT;1022/074;1-20;X
3 M;(NU) DTG OF LOCATION; ; ;CURRENT / CURRENT;2033/082;14;AN
