FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AIRSPACE COORDINATION AREA NAME; ; ;CURRENT / CURRENT;1022/228;1-6;AN
