FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NUMBER OF BURSTS IN A MULTIPLE STRIKE; ; ;CURRENT / CURRENT;1044/059;1-3;N
