FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ; ;CURRENT / CURRENT;2023/001;11;AN
